Generation,Fitness
0,0.0210615278432
1,0.0200981046226
2,0.0200981046226
3,0.0200981046226
4,0.0183430917032
5,0.0179098654869
6,0.0179098654217
7,0.0179077514848
8,0.0178978798525
9,0.0178942572674
10,0.017894257192
11,0.0178622691912
12,0.0178619257024
13,0.0178602805313
14,0.0178512086093
15,0.0178511969348
16,0.0178392855931
17,0.0178392855931
18,0.0178392786361
19,0.0178390126136
20,0.0178314011159
21,0.0178277379633
22,0.0178277375606
23,0.0178277375606
24,0.0178275389094
25,0.0178275389094
26,0.0178274869756
27,0.0178272924979
28,0.0178272928982
29,0.0178272912008
30,0.0178271817454
31,0.0178271817454
32,0.0178271808811
33,0.0178271808811
34,0.0178269599158
35,0.0178269599158
36,0.0178269599158
37,0.0178269323463
38,0.0178269323463
39,0.0178269323396
40,0.0178269323112
41,0.0178269323028
42,0.0178269323028
43,0.0178269322573
44,0.0178269322486
45,0.0178269316568
46,0.0178269316568
47,0.0178269316568
48,0.017826931008
49,0.0178269310035
50,0.0178269310035
51,0.0178269310035
52,0.0178269310035
53,0.0178269309497
54,0.0178269309496
55,0.0178269309453
56,0.0178269309452
57,0.0178269309452
58,0.0178269309434
59,0.0178269309434
60,0.0178269309434
61,0.0178269309434
62,0.0178269309434
63,0.0178269309433
64,0.0178269309426
65,0.0178269309423
66,0.0178269309423
67,0.0178269309423
68,0.0178269309422
69,0.0178269309422
70,0.0178269309422
71,0.0178269309422
72,0.0178269309422
73,0.0178269309422
74,0.0178269309422
75,0.0178269309421
76,0.0178269309421
77,0.0178269309421
78,0.0178269309421
79,0.0178269309421
80,0.0178269309421
81,0.0178269309421
82,0.0178269309421
83,0.0178269309421
84,0.0178269309421
85,0.0178269309421
86,0.0178269309421
87,0.0178269309421
88,0.0178269309421
89,0.0178269309421
90,0.0178269309421
91,0.0178269309421
92,0.0178269309421
93,0.0178269309421
94,0.0178269309421
95,0.0178269309421
96,0.0178269309421
97,0.0178269309421
98,0.0178269309421
99,0.0178269309421
100,0.0178269309421
101,0.0178269309421
102,0.0178269309421
103,0.0178269309421
104,0.0178269309421
105,0.0178269309421
106,0.0178269309421
107,0.0178269309421
108,0.0178269309421
109,0.0178269309421
110,0.0178269309421
111,0.0178269309421
112,0.0178269309421
113,0.0178269309421
114,0.0178269309421
115,0.0178269309421
116,0.0178269309421
117,0.0178269309421
118,0.0178269309421
119,0.0178269309421
120,0.0178269309421
121,0.0178269309421
122,0.0178269309421
123,0.0178269309421
124,0.0178269309421
125,0.0178269309421
126,0.0178269309421
127,0.0178269309421
128,0.0178269309421
129,0.0178269309421
130,0.0178269309421
131,0.0178269309421
132,0.0178269309421
133,0.0178269309421
134,0.0178269309421
135,0.0178269309421
136,0.0178269309421
137,0.0178269309421
138,0.0178269309421
139,0.0178269309421
140,0.0178269309421
141,0.0178269309421
142,0.0178269309421
143,0.0178269309421
144,0.0178269309421
145,0.0178269309421
146,0.0178269309421
147,0.0178269309421
148,0.0178269309421
149,0.0178269309421
150,0.0178269309421
151,0.0178269309421
152,0.0178269309421
153,0.0178269309421
154,0.0178269309421
155,0.0178269309421
156,0.0178269309421
157,0.0178269309421
158,0.0178269309421
159,0.0178269309421
160,0.0178269309421
161,0.0178269309421
162,0.0178269309421
163,0.0178269309421
164,0.0178269309421
165,0.0178269309421
166,0.0178269309421
167,0.0178269309421
168,0.0178269309421
169,0.0178269309421
170,0.0178269309421
171,0.0178269309421
172,0.0178269309421
173,0.0178269309421
174,0.0178269309421
175,0.0178269309421
176,0.0178269309421
177,0.0178269309421
178,0.0178269309421
179,0.0178269309421
180,0.0178269309421
181,0.0178269309421
182,0.0178269309421
183,0.0178269309421
184,0.0178269309421
185,0.0178269309421
186,0.0178269309421
187,0.0178269309421
188,0.0178269309421
189,0.0178269309421
190,0.0178269309421
191,0.0178269309421
192,0.0178269309421
193,0.0178269309421
194,0.0178269309421
195,0.0178269309421
196,0.0178269309421
197,0.0178269309421
198,0.0178269309421
199,0.0178269309421
200,0.0178269309421
201,0.0178269309421
202,0.0178269309421
203,0.0178269309421
204,0.0178269309421
205,0.0178269309421
206,0.0178269309421
207,0.0178269309421
208,0.0178269309421
209,0.0178269309421
210,0.0178269309421
211,0.0178269309421
212,0.0178269309421
213,0.0178269309421
214,0.0178269309421
215,0.0178269309421
216,0.0178269309421
217,0.0178269309421
218,0.0178269309421
219,0.0178269309421
220,0.0178269309421
221,0.0178269309421
222,0.0178269309421
223,0.0178269309421
224,0.0178269309421
225,0.0178269309421
226,0.0178269309421
227,0.0178269309421
228,0.0178269309421
229,0.0178269309421
230,0.0178269309421
231,0.0178269309421
232,0.0178269309421
233,0.0178269309421
234,0.0178269309421
235,0.0178269309421
236,0.0178269309421
237,0.0178269309421
238,0.0178269309421
239,0.0178269309421
240,0.0178269309421
241,0.0178269309421
242,0.0178269309421
243,0.0178269309421
244,0.0178269309421
245,0.0178269309421
246,0.0178269309421
247,0.0178269309421
248,0.0178269309421
249,0.0178269309421
250,0.0178269309421
251,0.0178269309421
252,0.0178269309421
253,0.0178269309421
254,0.0178269309421
255,0.0178269309421
256,0.0178269309421
257,0.0178269309421
258,0.0178269309421
259,0.0178269309421
260,0.0178269309421
261,0.0178269309421
262,0.0178269309421
263,0.0178269309421
264,0.0178269309421
265,0.0178269309421
266,0.0178269309421
267,0.0178269309421
268,0.0178269309421
269,0.0178269309421
270,0.0178269309421
271,0.0178269309421
272,0.0178269309421
273,0.0178269309421
274,0.0178269309421
275,0.0178269309421
276,0.0178269309421
277,0.0178269309421
278,0.0178269309421
279,0.0178269309421
280,0.0178269309421
281,0.0178269309421
282,0.0178269309421
283,0.0178269309421
284,0.0178269309421
285,0.0178269309421
286,0.0178269309421
287,0.0178269309421
288,0.0178269309421
289,0.0178269309421
290,0.0178269309421
291,0.0178269309421
292,0.0178269309421
293,0.0178269309421
294,0.0178269309421
295,0.0178269309421
296,0.0178269309421
297,0.0178269309421
298,0.0178269309421
299,0.0178269309421
300,0.0178269309421
301,0.0178269309421
302,0.0178269309421
303,0.0178269309421
304,0.0178269309421
305,0.0178269309421
306,0.0178269309421
307,0.0178269309421
308,0.0178269309421
309,0.0178269309421
310,0.0178269309421
311,0.0178269309421
312,0.0178269309421
313,0.0178269309421
314,0.0178269309421
315,0.0178269309421
316,0.0178269309421
317,0.0178269309421
318,0.0178269309421
319,0.0178269309421
320,0.0178269309421
321,0.0178269309421
322,0.0178269309421
323,0.0178269309421
324,0.0178269309421
325,0.0178269309421
326,0.0178269309421
327,0.0178269309421
328,0.0178269309421
329,0.0178269309421
330,0.0178269309421
331,0.0178269309421
332,0.0178269309421
